;text;toxicity_score;perspective_label;gpt_label;toxic
658;"Cara, sArio mesmo, você A burro assim mesmo ou se faz? Depois das eleições essa A a reaão  do mercado por ter a frente do país ""novamente"" um corrupto. E você também faz parte disso. A partir do ano que vem faz a campanha do Faz o L que as coisas melhoram.";0.8223625;1;1;1
659;Golpe foi tirar o lula da cadeia, com o mesmo ministro que ajudou nas eleições sua safada.;0.86052006;1;1;1
660;Sem contar que a porra das FAA tiveram um ano antes das eleições para ver isso. Faltando 3 meses acordaram para tumultuar. Sem contar que poderAamos ter a Lava Toga, mas o covarde deu pra trAs.;0.8782976;1;1;0
661;"A mesma imprensa que te enganou durante as eleições dizendo que ""33 milhAes de pessoas estavam passando fome no Brasil"", para ajudar na campanha do ex presidiArio, agora vem com a maior cara de pau desmentir a informaAAo. Sorria, você foi enganado!";0.800372;1;1;0
662;Bando de frouxos  eleiAoes fraudulentas e judicioário corrupto onde toda hora soltam bandidos trazendo a desordem pro país e vcs das forças armadas não fazem nada .;0.8674699;1;1;1
663;que odio do bozo não aceita que ele perdeu as eleiAoes  ele que se fodasse,por isso que eu odeio ele;0.9462653;1;1;1
664;então, sinceramente? Lula não A o presidente ainda. Ele assume em 2023. Responsabilize o inanimado lixo que ainda nos preside, que não se move, não fala e não faz nada desde que perdeu as eleições. CadA o tosco e a trupe dele? Lugar nenhum. não temos presidente mais em 2022;0.800372;1;1;1
665;A muita canalhice desses bolsomions, principalmente desses políticos hipAcritas, como esse que fala, que foi eleito atravAs desse mesmo modo de urna e fica questionando a legitimidade das eleições p/presidente sA pq não foi o seu candidato que ganhou, A muita sem vergonha na cara;0.8223625;1;1;1
666;"As eleições foram limpas e isso já esta mais do que comprovado, inclusive pelas forças Armadas. E que imbecilidade A essa de que foi ""avisado que aconteceria""? Desde quando determinam como deve ser ou não? O processo existente A esse e a vitAria A legAtima. Bando de histAricos.";0.8223625;1;1;1
667;Queremos novas eleições! Lula e bandidos do supremo presos!;0.800372;1;1;1
668;NAs vencemos as eleições com mais de 60% da preferAncia esses caras nos roubaram vergonhosamente não A não A nem tipo do PT tem vergonha na cara mas eles estAo envergonhados  uma vitAria que eles mesmo sabe que não aconteceu olha para a cara desses safados aA essa cApula corrupta;0.8223625;1;1;1
669;Fico preocupado de que as pessoas fiquem para sempre (re)postando burrices por consequAncia dessas eleições.  Essa eleião  deu muito palco pra gente burra e não A como se as pessoas fossem parar de seguir porque a eleião  acabou.;0.8223625;1;1;1
670;IrresponsAvel e golpistas são vcs da esquerda.  eleições ROUBADAS;0.86052006;1;1;1
671;tem 4 musicas com 1BI, e a sua idola? tem algum talento a não ser rebolar a bunda e falar merda nas eleições?;0.94071686;1;1;1
672;O Choro A Livre nazip de extrema direita. O Lula ganhou as eleições babaca.;0.9037333;1;1;1
673;A eleião  esta sob suspeita, não existe transparAncia e a uma clara parcialidade do judicioário exijo nulidade e novas eleições com voto impresso auditAvel seu canalha !!!;0.86052006;1;1;1
674;Sim, você tem razão. Todos os que votaram no Lularapio legitimaram td o q ele esta falando q vai fazer porque ele falou antes das eleições tudo isso que ele ia fazer se ganhasse as eleições. não entendo a surpresa desses idiotas.;0.8674699;1;1;1
675;O CABEAA DE OVO esta DOIDO PARA ENCERRAR O ASSUNTO, AS eleições, OS RELATARIOS, AS MANIFESTAAAES E TUDO QUE POSSA REVELAR A FRAUDE, A GRANDE FARSA, O GOLPE APLICADO NO BRASIL.   SOS!!!;0.800372;1;1;1
676;Para de passar vergonha onde que foi legal essa eleições, primeiro que um cara que tava preso não devia nem ter legalidade para concorrer as eleições  seu fdp e vai tomar no cu petista desgraçado raAa nojenta eu boicotou tudo que A Petista seus GERMES;0.9820972;1;1;1
677;Ahhh se lascar! Tudo isso tA acontecendo pq o bandido ganhou as eleições! Deixa de ser cúnico...vcs ainda vAo sentir muita falta do Bolsonaro e do Guedes...gente burra do caraleoooo!;0.8674699;1;1;1
678;E furar o teto para tentar ganhar as eleições, pode? Tens muita cara de pau! Quer fazer oposição, faAa, mas com competência!;0.86052006;1;1;1
679;"GOLPISMO frustrado!  Chupa q a cana A doce, CANALHA!  'não hA o que comemorar', diz MourAo sobre eleições.  ""Logo após receber o documento, o TSE afirmou que as forças Armadas não apontaram fraude, assim como as demais entidades fiscalizadoras""";0.8696821;1;1;1
680;Aiinnn não  toque no povo...   VAo  a merda! Tocaram mortalmente no povo quando o excluAram do processo cAvico de VOTAR, CONTAR OS VOTOS E AUDITAR AS ELEIÇÕES.    VAO  A MERDA.;0.9038796;1;1;1
681;o que a fazenda 14 tem em comum com as eleições 2022?  X  DIABOLANE Uma fala merda e chata e ninguém tem paciAncia ( DAbora) X  A outra vive nas pAginas polícias ( Diabolane) DABORA PERDEU POR MENOS QUE 1%;0.8666076;1;1;1
682;Que cara de pau. Vcs deveriam estar presos, quadrilha maldita. Roubaram o Pais, roubaram as eleições e agora querem colocar a culpa no PR.;0.9523981;1;1;1
683;"Estamos passando essa vergonha por causa de um ""político  perturbado"" que passou 1 ano inteiro falando merda e que não aceitou ser derrotado nas eleições..... Mas em Janeiro,  isso acaba!!";0.86052006;1;1;1
684;Tudo bem atA Lula dizer pra essa cambada de agiotas do tal mercado  que quem ganhou as eleições não foram eles..! E vc velhota, ainda incrAdula?;0.800372;1;1;1
685;"E tu comeu essa mentira, corno?? Tu chegou a pesquisar assim ""urnas antes de 2020 são auditadas?"" Seu merda? Olha a matAria aqui";0.9802416;1;1;1
686;Um lixo , vcs estAo querendo medir forças com 180 milhoes de Brasileiros , vAo quebrar a cara .   STF deveria ajudar o povo . Mostre os logs   eleições fraudas não serão esquecidas;0.86052006;1;1;0
687;FFAA não são poder moderador de nada, se vocês não foram capaz de fazer um bom governo e assim não conseguiram ganhar as eleições nem mesmo usando a m pública não vai ser com golpe que o porcaria do Bolsonaro vai ficar no poder.;0.8223625;1;1;1
688;Tenho plena confianAa que as forças Armadas não irão permitir que esses traidores da pátria sairão impunes por tamanha audAcia em fraudar as eleições! A cobra vai fumar!;0.800372;1;1;1
689;FDP torce p desgraça do país, nA? Deveria esta preso por apologia ao nazismo e conspirar contra as eleições.;0.87566304;1;1;1
690;Darwin e Bolsonaro fizeram um excelente trabalho pra derrota nas eleições, o gado diminuiu e o bozo se fud3uuuuuu vem da risada aqui terrapanista!;0.82171154;1;1;1
691;Lembram do sumico do bandido apos as eleições  nem empossado  foi  falando mal do presidente  Ai     Esse lixo não assume não;0.86052006;1;1;1
692;AtA as eleições, ok, não podia ofender o liberais fascistas se não os liberais fascistas iam votar no outro liberal mais fascista  Mas agora foda-se, larga a mAo, manda se fuder, expulsa da trincheira, enfia a granada sem pino no cu deles e deixa se explodir sozinho;0.9787376;1;1;1
693;como eh q pode o tal do rico ser bicho vagabundo safado sem vergonha ne perdemo um projetaAo de um ricaAo daqui de divinopolis pq o LULA GANHOU AS ELEICOES e agora ele ta com medinho de executar o trem kkkkkkkkkkkkkk ah vai cagar;0.90841883;1;1;1
694;TRAIAAO COVARDE!: após usarem a imagem de Bolsonaro para se beneficiarem nas eleições 2022, dois traidores covardes, na calada da noite, foram beijar os pAs de Moraes (TSE) e dizer aceitam a eleião  do Lula, ferrando com a aão  do PL. Moraes adorou e os traidores saAram felizes.;0.86052006;1;1;1
695;Pra q torce pra um país onde tudo e errado, das eleições ao esportes, todos os meio e uma merda, pátria e o caralho kkk;0.9557818;1;1;1
696;Ja vieram de novo e estAo aA? Fraudaram as eleições, vai fazer o que porra? Para de falsr e vai pra AAAO PORRA!;0.95293146;1;1;0
697;QIE FEIO DSNILELA MARCULES FAZENDO FAKES CONTRA O CIRO!JA BASTA OS QUE O TRAIRAM DE VIDO A TRAIAAO DO LULA CONTRA O CIRO 3 MESES ANTES DAS eleições,PORQUE SA FALOU O QUE A EMPRESA HAVIA ANTERIOMENTE PUBLICADO OS ROUBOS DE SUA QUADRILHA, NENHUMA INVERDADE,LULA A COBRA TRAIDORA...;0.8567525;1;1;0
698;Teve a mentira da cervejinha e mais essa? vocês são mesmo podres, canalhas e mentirosos;0.86052006;1;1;1
699;acabou paciAncia da maioria dos brasileiros de paz,aguentar as agressAes ilegAtima dessa facão  falsos cristAos xiitas bolsonarista, que a justiça e congresso fique sabendo que apartir de janeiro,a maioria do povo que ganhou as eleições, não aceitara anistia a esses vagabundos;0.800372;1;1;1
700;Vai se informar! Deixa de ser putinha dois outros! Nas outras eleições, também houveram aAAes da PRF no dia. SA nesta de 2022 que o puto do TSE ficou com medinho e proibiu as aAAes. Informaão  nunca A demais!;0.8871764;1;1;1
701;Eu dava tudo pra ver alguAm imitando o chilique que o Bolsonaro deve ter dado com a derrota nas eleições, da mesma forma que ele imitou as pessoas doentes de c*vid. LIXO HUMANO!;0.89693314;1;1;1
702;PASSANDO FOME já TEM UM MONTE E EM 4 ANOS O LIXO não FEZ CARALHO NENHUM, AUMENTOU UMA MERDA DE AUXALIO QUE ERA 400 SA FOI REAJUSTADO POR CAUSA DAS eleições 400 não DA PRA NADA!!!! FOI UMA LUTA PRA ELE DAR ESSE AUXALIO, E A MAIS LUTA AINDA PRA CONSEGUIR SER APROVADO.;0.8990526;1;1;1
703;Sim, essa escolha seria um caminho bastante anti-democrAtico. AtA pelas reaAAes aos resultados das eleições e pelos condicionamentos feitos por militares a mando do telmonaro, se pode constatar facilmente isso, seu asno.;0.8651698;1;1;1
704;"BlaBlaBla vai tratar de arrumar sua defesa para seus Abvios crimes eleitorais, seu mentiroso, vc tentou arrumar arapuca no final das eleições com irresponsabilidade e ""provas fakes"".";0.824585;1;1;1
705;Olha aA o trAfico  em festa , sua nojenta , quando o trAfico  dominar de vez as ruas e as mortes de inocentes vim a ser o meio ,vcs serão culpados teram as mais manchadas de sangue,  a imprensa  pagarA caro por ter ajudado a roubar as eleições,  isso não terA perdAo.;0.800372;1;1;1
706;"Os senhores não aplicaram o Art. 142 da CF quando o ladrão foi solto pelo STF; os senhores foram dando corda para bandido... foram consentindo tudo. Olha aA a merda que deu: tomaram as eleicoes, como disserám que fariam. E como vai o soninho no berAo esplAndido?";0.8223625;1;1;1
707;Primeiro dia pAs eleições. O  vai receber o presidente da Argentina, o que porra o presidente da Argentina tem a oferecer ao Brasil? Um modelo de política falido?  Sempre fui e continuo, oposição SEMPRE!;0.86052006;1;1;1
708;Caminhoneiros bolsonaristas pirracentos fecharam a Dutra pq não aceitam o resultado das eleições. Essa A a heranAa do bolsonarismo: o sentimento antidemocrático do acidadAo de bema que se acha no direito de usar a forAa pra fazer valer sua vontade. EgoAstas, golpistas, tiranos!;0.800372;1;1;1
709;Constantino você A um nojento, repugnante! Jogando suspeião  em cima das eleições sA pq perderam. AlAm de estApidos, ignorantes, são maus perdedores. A oposião  aceitou a derrota em 2018, pq vcs tbm não podem faze-lo?;0.8674699;1;1;1
710;Democracia? Qual? Seja coerente! Essas eleições teve tudo, menos democracia! A esquerda roubou inserá es de radio, comprou votos e disseminou fake news! Preciso falar do TSE e a mAdia? Vagabundo? Me chamando do que você A! Seu cúmplice de criminoso. Tenho pena do teu filho! Hiena;0.8674699;1;1;1
711;ai que prazer vai ser chegar no escritArio e jogar o resultado das eleições na cara do advogado bolsominion que eu detesto;0.800372;1;1;1
712;"VAo falir MG e outros Estados somente para lhes expurgar do governo.    Depois dessas eleições escrever:  "" Trabalho, honestidade e respeito "" A do c*ralho viu !?.  Guardem esse Tuit.";0.800372;1;1;1
713;Pode ir continuando fazendo meme de retardado, mas as eleições já acabaram, nn tem como voltar;0.81219125;1;1;1
714;Parece????  Vc nem mora no Brasil e tem medo de dizer o que houve nessas eleições.  Foi FRAUDE, Constantino. FRAUDE. Me poupe. não tem como respeitar essa direita covarde.;0.8444765;1;1;1
715;Vcs Ministros são monstros .  Lula A ilegAtimo não reconhecemos cm nossa presidente.  A um condenado Ficha suja! Nunca deveria disputar eleições. Vcs soltaram pra usar contra o Brasil.;0.86052006;1;1;1
716;O  tem 4 anos pra fazer o povo parar de odiar o PT. Precisa ser um governo impecAvel ou nas próximas eleições estaremos vivendo o inferno de novo. Parte do motivo pelo qual foi tAo apertado A o Adio do povo ao PT. Um Adio burro, manipulado, mas que precisa ser sanado.;0.8002342;1;1;1
717;esperando o corno se pronunciar e contestar o resultado das eleições, faAam suas apostas;0.8223625;1;1;1
718;Alexandre de Moraes você A uma vergonha para o Brasil! Esquema sujo! justiça nojenta! Um bandido venceu as eleições. não tem como levar a sArio isso. SA no Brasil mesmo, onde a corrupão  e o crime são viabilizados inclusive pela justiça. vocês elegeram um ladrão! Nojo!;0.86052006;1;1;1
719;"Democracia? Sei...com 140 mil inserá es roubadas de Bolsonaro! eleições tAo sujas quanto o ""eleito"". TA feliz, Rodrigo Maia? Vai ter um carguinho afinal...";0.800372;1;1;1
720;FALA ESQUIVA! Valeu a pena falar merda por político pilantra? Perdeu as eleições e ainda perdeu o respeito de boa parte que torcia por você. Valeu?;0.86745656;1;1;1
721;não ACREDITO NEM POR UM POUCO, QUE ESSA SEJA A VERDDEIRA VONTADE DO POVO , TUDO O QUE ACONCTECERAM NESSAS eleições FORAM POR VONTADE DE BANDIDOS QUE TOMARAM O PODER , E ESSA MOE já VAI PRA CONTA DESSES FDP.;0.8674699;1;1;1
722;aiai Bom dia! aiai já se deram conta que Bolsonaro vai pra puta que pariu e Lula venceu as eleições?   MEU PRESIDENTE VOLTOU, LULA VOLTOU;0.85632294;1;1;1
723;A realidade dessas eleições A: qualquer candidato que ganhasse seria ruim, os dois fizeram mta  sim, A sA ter uma base em histAria do Brasil pra saber que lula roubou pra kct e Bolsonaro foi um fdp com a populaAAo, agora A sentar e pedir que os próximos 4 anos tenhamos paz!;0.8223625;1;1;1
724;SA essas eleições já A um motivo foda de eu evitar o colAgio por uns dias, não quero arriscar ter de presenciar briguinhas de imbecis porquA um arrombado perdeu e outro bosta ganhou, pois sA essa segunda eu já imagino que a única merda de assunto rolando vai ser isso;0.9667491;1;1;1
725;aacabaram as eleições mas sabe o que ficaaa meu pau no seu;0.91110486;1;1;1
726;Eu não aceito essas eleições de Nabuco não, pqp;0.84542274;1;1;0
727;achei q fosse ter mais briga na sala dps das eleições q droga;0.86052006;1;1;1
728;Fraudam as eleições e vem com esse papinho pra enganar trouxa? vai mexendo na onAa com a vara curta que logo ela estarA em seu pescoAo.;0.8638057;1;1;1
729;gringo querendo dar pitaco nas eleições daqui eh foda ne silAncio ai que vcs ficam contando voto em papel seus atrasados do caralho;0.9687807;1;1;1
730;Acabaram as eleições,  acabou a necessidade de tentar virar voto.  Agora, cria vergonha na cara e se afasta desse bando de SAFADO que votou no bolsonaro.  não importa se A família, amigo... A hora de uniAo com aqueles que torcem pelo futuro desse país!;0.8223625;1;1;1
731;A volta do PT ao poder representa o tanto de esforAo que o governo Bolsonarista fez pra piorar ainda mais a situaão  do país. Essa foi a PIOR de todas as eleições. Agora, por mais 4 anos, teremos um outro idiota(novamente) no poder. Parabenizo unicamente a quem votou nulo!;0.8568135;1;1;1
732;Lixo Globalista....eleições roubadas ...esperando a auditoria do exercito;0.86052006;1;1;1
733;Da mesma maneira que eu fico indignada com catAlicos desejando morte a quem votou no pt , dizendo que tomara que morram de fome e isso,chamando nordestino de burro... VAo tomar vergonha na cara, o resultado das eleições tbm não foi o que eu queria mas por favor;0.87945324;1;1;1
734;não adiantou de porra nenhuma toda a sujeira que você fez nA? você conseguiu tirar o Lula das eleições em 2018 sendo parcial e imundo. graças a você, o Brasil foi destruAdo. Mas a justiça de Deus nunca falha. A tua hora vai chegar, sem lAbios. Pode apostar que ela vai.;0.86273867;1;1;1
735;Esses 57 mil maricaenses q votaram no bolsonaro A boa parte crente e alguns são vereadores q nas eleições ficam lambendo o saco do prefeito pra conseguir voto;0.8223625;1;1;1
736;E que nas próximas eleições uma mulher não precise ser questionada sobre a sua opão  de voto com sarcasmo, deboche e ar de superioridade por um macho escroto que fuma pendrive e se acha porque tem dinheiro!! Que nunca mais!!;0.86052006;1;1;1
737;"a maior vitAria dessas eleições vai ser pararem de  cantar esse coro horrAvel de ""ei, bolsonaro, vai tomar no cu"" nunca foi sorte sempre foi Deus";0.9090098;1;1;1
738;Gente deixem de idiotas. O que vcs acham que isso poderA resolver alguma coisa. Roubaram as eleições e logo vAo começar a roubar nossas casas e nossas vidas. Aguardem;0.8674699;1;1;1
739;Nem comeAou ainda o governo e já botandp no c* do Brasileiro, ... viva Lula;0.8034914;1;1;1
740;Fica tranquila, vai ter eleições tranquilas. ninguém do PT vai fechar o STF não. Nem os militares apoiariam o Lula numa merda golpista dessa. Ao contrArio de vocês merdas Bolsominions;0.8971741;1;1;1
741;vsf, ao invAs de ficarem desejando o mal pro povo q votou no lula e desejando q o governo dele seja uma merda torAam pra ser um governo prAspero, que ele faAa um governo q surpreenda aqueles q não apoiaram ele nessas eleições ( inclusive eu q n concordo com nenhum dos dois );0.86052006;1;1;1
742;não to aguentando gringo puto com o resultado da eleições Kkkkk vocês não moram aqui desgraça, fechem o cu;0.97539544;1;1;1
743;Quem fez ele perder as eleições foi sua Boca de Bosta e seus apoiadores Carla Zambelli que mandou matar negro ao vivo na frente de todos, e Roberto Jefferson que Atirou na Policia Federal.;0.86052006;1;1;1
744;Bolsonaro não vai aceitar as eleições e vai tentar tumultuar o país junto com o seu gado nervoso. Deixem o espArito de Che Guevara e Leonel Brizola fluirem no coraão  de vocês e deAm uma lião  nesses fascistas.;0.800372;1;1;1
745;Falam tanto em eleições fraudadas mas não apresentam UMA prova sequer disso (talvez porque não exista)  EstAo parecendo um bando de crianAas birrentas e mimadas;0.8223625;1;1;0
746;Minha mAe sempre disse, quem muito se abaixa o cu aparece. Bolsonaro aceitou os desmandos ilegais do STF e eles foram escalando. Agora roubaram novamente (sim, novamente) as eleições e ficarA tudo por isso mesmo. Bolsonaro teve quase 4 anos para aparelhar as forças e nada fez.;0.800372;1;1;1
747;IncrAvel como essas desgraças que são privilegiadas tratam a porra dessas eleições como se fosse outra saca kkkkkk vai te fuder e sai da tua bolha caralho;0.9820972;1;1;1
748;"Bolsonaro tentou de TUDO para instaurar o caos no processo eleitoral e eu sA lembro a rosa Webber ""eleições sem nenhum arranhAo, foi completamente tranquilo LIXO CHUPA GG FRACO SIMPLES SIMPLARIO TENTA DNV AI BURRO AHAHA""";0.90104866;1;1;1
749;Todos os bandidos do mundo estAo elogiando Lula. Todo mundo sabia do golpe.   PT roubou o país por 16 anos e não iriam roubar as eleições?  Pare de falar mal do nordeste, você parece um idiota.;0.9005481;1;1;1
750;"Aqui no Brasil lula mal anda pelas ruas que A vaiado ostilizado pela populaão  Brasileira,como ganhar uma pessoa dessa forma. Bolsonaro A ovacionado por onde anda e tem o apoio da populaão  sim .Como Barroso diz ""eleições não se vence se toma"" que Deus abenãoe nosso Brasil";0.29243872;0;1;0
751;não escrevo essas verdades para desanimar os patriotas, atA porque sou um deles. Estou indo diariamente As ruas para protestar contra a organizaão  criminosa que manipulou as eleições para eleger um criminoso como presidente do país.;0.7427839;0;1;1
752;CAO FAREJADOR  Barroso: - Normal da vida A respeitar o resultado das eleições.;0.52073383;0;1;1
753;TA sabendo da sua gratidAo e admiraAAo. Rapaz eu votei em vc, tomara que as eleições sejam anuladas sA para ver vc se ferrar, foi sA vc ganhar já se mostrou o globalista que A.;0.71887034;0;1;1
754;ParabAns irmAo,também pulei dessa canoa da loucura a um ano, não apoio governo petista,muito menos a esquerda,mas estou feliz do bolsonaro ter perdido as eleições,agora vai dar trabalho para acabar com o fanatismo. Talvez quando ele for preso pelos crimes que cometeu,vAo entender;0.46117386;0;1;0
755;Povo pedindo a intervenão militar para derrubar umas eleições democráticas porque acham que A a vontade de Deus. Mas se esquecem que se fosse mesmo a vontade de Deus, este havia impedido que Lula fosse candidato. Cambada de lunAticos.;0.8205277;1;0;0
756;Eu acho bom, o povo que votou nele achando que iria comer picanha, que nas próximas eleições,  coloque todos na rua. O mundo sA A mais ruim, porque tem gente besta.;0.77944684;0;1;0
757;Kkkkkkkkk......bem feito quem manda ser trouxa e acreditar em política. Um cara vivido de várias eleições num aprendeu ainda !!!! A pra cair o kA da bundav msm viuuu !!!!;0.8223625;1;0;0
758;Simples, este país precisa de um aPresidentea que trabalhe!  Pq de VAGABUNDO que fica chorando no banheiro pq perdeu as eleições, já basta o atual!;0.71887034;0;1;1
759;Acho que taxidermista deu prazo de validade! TAo querendo adiantar a diplomaão  pra 12/12. Se não diplomar são novas eleições e aA não vAo conseguir fraudar novamente. Tic tac!;0.4028394;0;1;0
760;75% DOS BRASILEIROS APOIAM A  INVAsão DO SISTEMA CORRUPTO DO PAIS FRAUDADORES DAS eleições COM AS PROGRAMADAS URNAS eletrônicaS A MAIOR FRAUDE DO BRASIL EM EVIDANCIA.  SE FOR PRECISO LUTAR VAMOS A GUERRA DEFENDER A pátria ESTAMOS AI NA FRENTE DOS QUAAIS OS OUTROS NA RETAGUARDA;0.67148936;0;1;1
761;não ESTAMOS NAS RUAS POR políticoS E SIM POR eleições LIMPAS;0.2840909;0;1;0
762;O barroso A mais um dos Mentirosos que comanda as falcatruas do TSE. O STF A culpado do caos existente no Brasil. Os mais perigosos são trAs:  Edison Fachin, barroso e o xandAo.. Um descondena e limpa a fixa do L, o outro interfere no voto impresso e outro comanda as eleições..;0.70661086;0;1;1
763;As eleições Acabou. Bozo Quando entregar o Cargo vai sair Viajar Curtir a vida.E vcs ficam aA Perdendo Tempo achando que algo vai mudar. Bozo passou 4 anos no Governo tinha tudo pra ficar mas 4 anos Mas infelizmente Tomou DecisAes erradas ouvindo seus filhos que são Corruptos.;0.7124183;0;1;1
764;O Comandante do exército deve dar voz de prisão ao Gen. Soares ex.  Sul, Por prevaricaão  na forma da lei sem contemporizaAAo.  inconcebAvel um General aceitar se subornar a um corrupto, condenado e comunista. AtravAs de eleições fraudulentas;0.72628725;0;1;1
765;Guando for feita a auditoria no código fonte aA teremos o resultado oficial das eleições A isso que o povo quer, reptiliano.;0.32103488;0;1;0
766;Pq então não fizeram manifestaAAes antes das eleições? Pq não se uniram a favor de um terceiro candidato? Perguntas retAricas: Vc votou em quem? Acredita realmente que a família bolsonaro não robou? não A corrupta?;0.632122;0;1;0
767;O povo luta por um bem maior. não por político. Se fosse por isso, tinham desistido porque o presidente tA calado a um tempao. A gente não quer o Lula, a corrupAAo. Queremos novas eleições e limpas. Sem um ex presidiArio concorrendo.;0.67148936;0;1;0
768;não vamos mudar o resultado das eleições, vamos revolucionar o país, e todos os lesa pátria pagarAo por serem coniventes a toda inversão de valores. Prisão a todos os traidores da pátria.;0.69488466;0;1;0
769;você tem que se informais aA em! Passando vergonha de graça, mas talvez você seja de esquerda e acha que A sA o resultado das eleições que estAo em jogo. Se informe menino.;0.5436608;0;1;0
770;Ai mostra o qto vc não tem fA e entende zero de geopolítica. Lembre de qdo ele esteve na Argentina em um feriado? Pois A, após o golpe descartado das eleições, de onde vieram as lives??? Esteve no CPAC no MAxico, onde pode falar com jornalistas de verdade. Acordem gente bitolada;0.69040984;0;1;1
771;A Folha como sempre demonizando a direita...e os petistas  criticando ...ser patriota A  ser criminosos neste país? não A  sA por Bolsonaro  A  tbm para transparAncia  na eleições  mas quem vota em bandido nunca vai entender;0.71887034;0;1;1
772;Se tem transparAncia nas eleições presidenciais 2022 então conceda o código fonte ora bolas.;0.800372;1;0;0
773;E o código fonte ? Vai entregar pra forças armadas ? Quem não deve não teme .... eleições limpas;0.42071953;0;1;0
774;"Ditador que deixou, pacificamente, o cargo após o candidato de seu partido que, por sinal, foi candidato contra a vontade do ""ditador"", perder a eleiAAo?  SArio mesmo que ditadura termina assim? Quando os ""ditadores"" perdem as eleições?";0.41332403;0;1;0
775;amanhA faz 1 mAs das eleições e ainda tem gnt q acredita no golpe?? KKKKKKKKKKKKKK po koe bolsonaro A frouxo;0.711348;0;1;1
776;E se for comprovada a fraude nas eleições. Qual sentenAa deveria ser dada  Ah oráculo da bizarrice ?;0.2840909;0;1;0
777;Vcs de esquerda sempre muito contraditórios, sem coerAncia nenhuma, ninguém pede golpe, sofremos um golpe, ninguém tA nas ruas por político, a ordem precisa ser reestabelecida e não será por um cara q saiu da prisão a base de canetadas,pra achar q TOMA As eleições no Brasil.;0.59375125;0;1;0
778;Querem prender por insultar mamadores. Querem prender por questionar as eleições.  Mas Querem soltar homicidas e traficantes.  Entenderam? não saiam dos quartéis.  não assinem listas!!!;0.85382813;1;0;0
779;SA se for para protestar contra eleições fraudadas?  Ou seja, se for MST, MTST e PTralhas quaisquer, podem fechar as vias de trAnsito sem  consequências equivalentes...  A uma palhaçada a política brasileira atual.;0.5791042;0;1;1
780;Isso não PODE ACONTECER!! As eleições foram fraudadas, todo o processo foi irregular!! VOCES SABEM DISSO!!!!;0.4448813;0;1;0
781;Politiqueiros!  SA trabalham pensando no próprio bolso! O TSE precisa ser extinto! A Lei e a Ordem precisam prevalecer! Prisão aos usurpadores do poder! Hora da limpeza geral! Fechamento geral do Congresso e STF, com novas eleições gerais jA!;0.7115972;0;1;1
782;Que próximas eleições!!! Fod próximas eleições!!! A desgraça A atual,  esta presente e esta nos levando para o inferno! E você quer falar em próximas eleições com essas urnas????;0.8674699;1;0;1
783;E SENTA O DEDO SEM DA, SE CADA UM Compartilhar 10 VEZES,  O MUNDO SABERA DA VERDADE, DO ACONTECEU NA Quadrilha que o TSE  VENDE AS eleições PARA PREFEITOS, VEREADORES, GOVERNADORES, SENADORES, DEPUTADOS FEDERAIS E ESTADUAIS E ATA MESMO PRESIDENTES.;0.33464164;0;1;1
784;SOS Brazil,fraude nas eleições, Lula ladrão não pode assumir.;0.800372;1;0;1
785;Olha eleee, todo mestre em tecnologiassss. O exército fuxicou as urnas antes das eleições, não seja leviano e para de chorar. 2026 tem eleião  de novo, acha um político decente pra apoiar e para de idolatrar bolsonaro;0.71887034;0;1;0
786;"SA pra lembrar: não aceita resultado de eleições, ameaça não ter eleições, diz q sA aceita resultado se for o vencedor; clama por fechar o STF e Congresso, A golpista viu meu filhoa";0.5818846;0;1;1
787;Em eleições fraudulentas, pra quA votar?;0.54238683;0;1;0
788;A maioria já esta com o pA fora do Senado mas quer phoder o país deixando um legado de perversidade. VAo tentar se reeleger nas próximas eleições. Vamos nos lembrar deles. Salvem esta lista meu povo.;0.54238683;0;1;0
789;Se for verdade, será que esse General não tem vergonha de dar suporte para bandidos??? Tudo errado no oaAs, com eleições frafulentas, desmandos e quebra da ibstitucionalidade, e ele dando apoio para bandidos! será que ele tA ganhando algo, ou prometeram a ele algo?;0.68395835;0;1;1
790;não A normal tantos ataques nazistas nas escolas de uma hora pra outra. Justamente quando a ultra direita perdeu as eleições.;0.47102526;0;1;0
791;Meu não. não compactuo com ladrão e comunista. já iniciaram roubando as eleições.;0.71887034;0;1;1
792;Contestar sem provas A pirraAa. Acorda pra vida, teu candidato perdeu as eleições, vida que segue.;0.67148936;0;1;0
793;eleições sem auditoria A roubo. Que o CRIADOR cobre de vcs.;0.5638922;0;1;0
794;"O lado bom A que já começaram a falar da maracutaia nas eleições e do problema de ter um presidente bandido. Para de mandar o povo pra casa; vira casaca.";0.7124183;0;1;1
795;eleições não se vence se toma... lula e sua quadrilha;0.6748488;0;1;1
796;Mais dois secretArios de Estado. Nunca vi um governo de maioria absoluta a desmoronar internamente tAo próximo das eleições. não A bom para o país, assim como não seria bom irmos para eleições agora. Uma bosta, A o que A.;0.74782604;0;1;0
797;a ta, descondenar alguem e colocar o mesmo psra concorrer eleicoes estando com a ficha suja  A de boa sim.  Censurar tambem faz parte da constituicao. ta de boa tambem. cobrar transparecia de uma eleicao, que se diz auditaval mas não A, A crime... tem que rir kkkk;0.54894847;0;1;0
