,term-or-expression,explicit-or-implicit,pt-brazilian-portuguese,pt-contextual-label,pt-hate-label,pt-deeply-culture-rooted,en-american-english,en-contextual-label,en-hate-label,es-latin-spanish,es-contextual-label,es-hate-label,fr-african-french,fr-contextual-label,fr-hate-Label,ge-german,ge-contextual-label,ge-hate-Label,tu-turkish,tu-contextual-label,tu-hate-Label,Meaning Sources,toxicity_score
525,term,explicit,papel higiênico,1.0,0,0.0,toilet paper ,1.0,0,papel higiénico,,0,papier toilette,1.0,0,Klopapier,1.0,0,tuvalet kağıdı,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/toilet-paper?q=toilet+paper+,0.097482644
526,expression,explicit,cambada de vagabundo,1.0,0,0.0,fucking twats,1.0,0,puñado de inútiles,,0,putain de connards,1.0,0,0,0.0,0,bir avuç işeyaramaz,1.0,0,https://www.urbandictionary.com/define.php?term=fucking%20twat,0.800372
527,expression,explicit,corja do mal,1.0,0,0.0,bad blood,1.0,0,chusma del mal,,0,mauvais sang,1.0,0,0,0.0,0,kanı bozuk,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/bad-blood,0.71887034
528,term,explicit,ptfake,1.0,partyism,1.0,0,1.0,partyism,0,,partyism,0,0.0,0,0,0.0,0,0,0.0,0,"""term used in a pejorative way to refer to people from the left (also known as democrats) party in Brazil""",0.2612943
529,term,explicit,mequetrefe,1.0,0,0.0,piece of shit,1.0,0,mequetrefe,,0,tas de merde,1.0,0,Stück scheiße,1.0,0,bok parçası,1.0,0,https://dicionario.priberam.org/mequetrefe,0.67148936
530,term,explicit,esgoto,0.0,0,0.0,sewer,0.0,0,alcantarilla,,0,égouts,0.0,0,Abwasser,0.0,0,lağım,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/esgoto/,0.12922183
531,term,explicit,roubalheira,1.0,0,0.0,scam ,1.0,0,fraude,,0,fraude,1.0,0,Betrug,1.0,0,kazıklamak,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/roubalheira/,0.4028394
532,term,explicit,jornaleco,1.0,0,0.0,tabloid,1.0,0,periodicucho,,0,presse à scandale,1.0,0,Boulevardzeitung,1.0,0,tabloid,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/jornaleco/,0.055042017
533,term,explicit,cacique,0.0,0,0.0,gang leader,0.0,0,jefe,,0,chef de gang,0.0,0,Gang Anfrührer,0.0,0,çete lideri,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/cacique/,0.051102195
534,term,explicit,salafrário,1.0,0,0.0,scammer,1.0,0,sinverguenza,,0,escro,1.0,0,Schurke / Schuft,1.0,0,kaba adam,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/salafr%C3%A1rio/,0.2072215
535,expression,explicit,intervenção militar,0.0,apology  to  dictatorship,0.0,government intervention,0.0,apology  to  dictatorship,intervención militar,,apology  to  dictatorship,intervention militaire,0.0,apology  to  dictatorship,0,0.0,0,askeri müdehale,0.0,apology  to  dictatorship,https://dictionary.cambridge.org/pt/dicionario/ingles/government-intervention,0.079769485
536,expression,explicit,borrando na calça,1.0,0,0.0,scared shitless,1.0,0,cagándose en los pantalones,,0,complètement effrayé,1.0,0,0,0.0,0,ödü bokuna karışmış,1.0,0,https://qualeagiria.com.br/giria/borrar-nas-calcas/,0.2840909
537,term,explicit,cão,0.0,0,0.0,dog,0.0,0,perro,,0,chien,0.0,0,(Du) Hund,0.0,0,köpek,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/c%C3%A3o/,0.08244847
538,term,explicit,militontos,1.0,partyism,1.0,dumb woke people,1.0,0,militontos,,0,des gens stupides et éveillés,1.0,0,0,0.0,0,beyni yıkanmış militanlar,0.0,0,"""a term used in Brazil and derived from agglutination process between -minions- and -tonto- (dizzy)""",0.2840909
539,term,explicit,banana,0.0,0,0.0,wimp,0.0,0,banana,,0,mauviette,0.0,0,Schwächling,0.0,0,penis,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/banana/,0.012811388
540,term,explicit,circo,0.0,0,0.0,hellhole,0.0,0,circo,,0,trou de l'enfer,0.0,0,0,0.0,0,cehennem çukuru,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/circo/,0.055042017
541,expression,explicit,seita pt,1.0,partyism,1.0,0,1.0,partyism,0,,partyism,0,0.0,0,0,0.0,0,0,0.0,0,,0.0151714
542,term,explicit,mercenário,1.0,0,0.0,mercenary,1.0,0,mercenario,,0,mercenaire,1.0,0,Söldner,1.0,0,paragöz,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/mercen%C3%A1rio/,0.08092519
543,term,explicit,covil,0.0,0,0.0,lair ,0.0,0,cueva,,0,tanière,0.0,0,Lügner,0.0,0,batakhane,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/covil/,0.012811388
544,term,explicit,cobra,0.0,0,0.0,snake,0.0,0,cobra,,0,serpent,0.0,0,Schlange,0.0,0,yılan,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/cobra/,0.032779254
545,term,explicit,carniceiro,0.0,0,0.0,thug,0.0,0,carnicero,,0,voyou,0.0,0,Schläger,0.0,0,cani,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/carniceiro/,0.08244847
546,term,explicit,porrada,1.0,0,0.0,beat,1.0,0,paliza,,0,battre,1.0,0,0,0.0,0,dövmek,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/porrada/,0.75021005
547,term,explicit,marionete,0.0,0,0.0,puppet,0.0,0,marioneta,,0,marionnette,0.0,0,Marionette,0.0,0,kukla,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/marionete/,0.20922193
548,expression,explicit,mi mi mi,1.0,0,1.0,whinig,1.0,0,mi mi mi,,0,pleurnicher,1.0,0,mimimi,1.0,0,mız mız,1.0,0,"https://www.dicionariopopular.com/significado-mimimi/#:~:text=O%20mimimi%20%C3%A9%20uma%20g%C3%ADria,as%20pessoas%20pararem%20de%20falar.",0.012811388
549,term,explicit,entojada,1.0,0,0.0,obnoxious,1.0,0,mareada,,0,odieux,1.0,0,widerlich,1.0,0,mide bulandırıcı,1.0,0,https://michaelis.uol.com.br/palavra/AB1K/entojado/,0.06877448
550,term,explicit,enjojado,1.0,0,0.0,obnoxious,1.0,0,mareado,,0,odieux,1.0,0,widerlich,1.0,0,mide bulandırıcı,1.0,0,https://michaelis.uol.com.br/palavra/AB1K/entojado/,0.0691012
551,expression,explicit,comer o cu,1.0,0,0.0,fuck up,1.0,0,comer el culo,,0,baiser quelqu'un,1.0,0,jemanden fertig machen,1.0,0,birini sikmek,1.0,0,https://languages.oup.com/google-dictionary-en/,0.9532164
552,term,explicit,atriz,0.0,0,0.0,actress,0.0,0,actriz,,0,actrice,0.0,0,Schauspielerin,0.0,0,0,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/atriz/,0.038852096
553,term,explicit,ator,0.0,0,0.0,actor,0.0,0,actor,,0,acteur,0.0,0,Schauspielerin,0.0,0,0,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/ator/,0.038852096
554,term,explicit,histérica,0.0,sexism,0.0,hysterical,0.0,sexism,histérica,,sexism,hystérique,0.0,sexism,hysterisch,0.0,sexism,histerik,0.0,sexism,https://michaelis.uol.com.br/palavra/L11l2/hist%C3%A9rico/,0.16477858
555,term,explicit,histérico,0.0,0,0.0,hysterical,0.0,0,histérico,,0,hystérique,0.0,0,hysterisch,0.0,0,histerik,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/hist%C3%A9rico/,0.08244847
556,term,explicit,laranja,0.0,0,0.0,stooge,0.0,0,naranja,,0,larbin,0.0,0,0,0.0,0,yardakçı,0.0,0,https://www.dicio.com.br/laranja/,7.880511e-05
557,term,explicit,laranjinha,0.0,0,0.0,stooge,0.0,0,naranjita,,0,larbin,0.0,0,0,0.0,0,yardakçı,0.0,0,https://www.dicio.com.br/laranja/,0.029712085
558,expression,explicit,conversa para boi dormir,1.0,0,1.0,jibber jabber,1.0,0,conversación para que el niño duerma,,0,jacasser,1.0,0,Geschwafel,1.0,0,gevezelik,1.0,0,https://www.significados.com.br/conversa-para-boi-dormir/,0.08116413
559,expression,explicit,conversa pra boi dormir,1.0,0,1.0,jibber jabber,1.0,0,conversación para que el niño duerma,,0,jacasser,1.0,0,Geschwafel,1.0,0,gevezelik,1.0,0,https://www.collinsdictionary.com/pt/dictionary/english/jibber-jabber,0.09029458
560,expression,explicit,meu ovo,0.0,0,0.0,breaking my balls,0.0,0,mi huevo,,0,mes couilles,0.0,0,meine Eier,0.0,0,taşaklarım,0.0,0,"https://idioms.thefreedictionary.com/breaking+my+balls#:~:text=rude%20slang%20%22Balls%22%20is%20slang,amount%20of%20effort%20or%20strain.",0.3636527
561,term,explicit,bozominions,1.0,partyism,1.0,0,1.0,partyism,0,,partyism,0,0.0,0,0,0.0,0,0,0.0,0,"""a term used in Brazil and derived from agglutination process between -bolsonaristas- and -minions-""",0.49356994
562,expression,explicit,seu bosta,1.0,0,0.0,piece of shit,1.0,0,pedazo de mierda,,0,tas de merde,1.0,0,Stück scheiße,1.0,0,bok parçası,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/bosta/,0.86052006
563,expression,explicit,seu merda,1.0,0,0.0,piece of shit,1.0,0,su mierda,,0,tas de merde,1.0,0,Stück scheiße,1.0,0,bok parçası,1.0,0,"https://en.wiktionary.org/wiki/piece_of_shit#:~:text=Noun,quotations%20%E2%96%BC",0.98436266
564,term,explicit,mimizenta,1.0,0,1.0,whiny,1.0,0,quejumbrosa,,0,pleurnichard,1.0,0,jammern,1.0,0,mız mız,1.0,0,"https://www.dicionarioinformal.com.br/mimizenta/#:~:text=Pessoa%20que%20adora%20fazer%20mimimi,reclamando%20n%C3%A3o%20ajuda%20em%20nada!",0.2840909
565,term,explicit,mimizento,1.0,0,1.0,whiny,1.0,0,quejumbroso,,0,pleurnichard,1.0,0,jammern,1.0,0,mız mız,1.0,0,"https://www.dicionarioinformal.com.br/mimizenta/#:~:text=Pessoa%20que%20adora%20fazer%20mimimi,reclamando%20n%C3%A3o%20ajuda%20em%20nada!",0.2826296
566,expression,explicit,branco fazendo branquice,1.0,racism,0.0,white trash folks,1.0,racism,blanco haciendo blanquicie,,racism,les gens de race blanche,1.0,racism,0,0.0,0,beyaz çöp,1.0,racism,"A kind of racist expression. According to this expression, white people have different behavior than black people.",0.59535354
567,term,explicit,mentiroso,1.0,0,0.0,liar,1.0,0,mentiroso,,0,menteur,1.0,0,Lügner,1.0,0,yalancı,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/mentiroso/,0.74968565
568,term,explicit,mentirosa,1.0,0,0.0,liar,1.0,0,mentirosa,,0,menteur,1.0,0,Lügner,1.0,0,yalancı,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/mentiroso/,0.7341056
569,term,explicit,bandidagem,1.0,0,0.0,scam,1.0,0,bandolerismo,,0,escroquerie,1.0,0,Betrug,1.0,0,haydutluk,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/bandidagem/,0.081069715
570,term,explicit,farsa,1.0,0,0.0,fraud,1.0,0,farsa,,0,fraude,1.0,0,Betrug,1.0,0,hile,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/farsa/,0.3179777
571,term,explicit,ameba,0.0,0,0.0,ameba,0.0,0,ameba,,0,amibe,0.0,0,Amöbe,0.0,0,kan emici,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/ameba/,0.055042017
572,expression,explicit,vira casaca,1.0,0,0.0,turncoat,1.0,0,cambia chaqueta,,0,renégat,1.0,0,0,0.0,0,dönek,1.0,0,https://www.dicionarioinformal.com.br/vira%20casaca/,0.20803002
573,expression,explicit,queimação de filme,0.0,0,0.0,raining on (someone's) parade,0.0,0,0,,0,pleuvoir sur la parade (de quelqu'un),0.0,0,0,0.0,0,0,0.0,0,https://pt.wiktionary.org/wiki/queimar_o_filme,0.14768527
574,expression,explicit,queimar o filme,0.0,0,0.0,salt your game,0.0,0,0,,0,pleuvoir sur la parade (de quelqu'un),0.0,0,0,0.0,0,0,0.0,0,https://www.urbandictionary.com/define.php?term=Salt%20your%20Game,0.281509
575,term,explicit,pistoleira,1.0,sexism,0.0,whore,1.0,sexism,pistolera,,sexism,pute,1.0,sexism,Schlampe,1.0,sexism,orospu,1.0,sexism,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/pistoleira/,0.09566962
576,term,explicit,pistoleiro,1.0,0,0.0,hitman,1.0,0,pistolero,,0,tueur à gages,1.0,0,Killer,1.0,0,kiralık katil,1.0,0,colab.research.google.com/notebooks/intro.ipynb#recent=true,0.055042017
577,term,explicit,seboso,0.0,0,0.0,greasy,0.0,0,seboso,,0,graisseux.,0.0,0,fettig,0.0,0,yapışkan,0.0,0,https://michaelis.uol.com.br/palavra/V4ozY/seboso/,0.54238683
578,term,explicit,sebosa,0.0,0,0.0,greasy,0.0,0,sebosa,,0,graisseux.,0.0,0,fettig,0.0,0,yapışkan,0.0,0,https://michaelis.uol.com.br/palavra/V4ozY/seboso/,0.42079356
579,term,explicit,merda,1.0,0,0.0,shitty ,1.0,0,mierda,,0,merdique ,1.0,0,scheiße,1.0,0,boktan,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/shitty?q=shitty+,0.86811435
580,term,explicit,burraldo,1.0,0,0.0,dumb and dumbier,1.0,0,burrazo,,0,muet et plus muet,1.0,0,dumm und dümmer,1.0,0,salak ile avanak,1.0,0,https://pt.wiktionary.org/wiki/burraldo,0.34042552
581,term,explicit,burralda,1.0,0,0.0,dumb and dumbier,1.0,0,burraza,,0,muet et plus muet,1.0,0,dumm und dümmer,1.0,0,salak ile avanak,1.0,0,https://pt.wiktionary.org/wiki/burraldo,0.54238683
582,term,explicit,canalhada,1.0,0,0.0,bad blood,1.0,0,canallada,,0,mauvais sang,1.0,0,böses Blut,1.0,0,alçak,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/canalhada/,0.7912025
583,expression,explicit,pagar mico,0.0,0,0.0,be the butt of the joke,0.0,0,pasar verguenza,,0,be the butt of the joke,0.0,0,0,0.0,0,utanç,0.0,0,https://www.dicionarioinformal.com.br/pagar%20mico/,0.22477156
584,term,explicit,mico,0.0,0,0.0,butt of the joke,0.0,0,verguenza,,0,la cible de la plaisanterie,0.0,0,0,0.0,0,alay konusu,0.0,0,https://idioms.thefreedictionary.com/butt+of+a+joke,0.16477858
585,term,explicit,globosta,1.0,0,1.0,0,1.0,0,0,,0,0,0.0,0,0,0.0,0,0,0.0,0,"""a term used in Brazil and derived from agglutination process between -globo (communication group of tv and media in Brazil) - and -bosta- (shit)""",0.055042017
586,expression,explicit,partido da treva,1.0,partyism,0.0,damned party,1.0,partyism,fiesta oscura,,partyism,fête maudite,1.0,partyism,0,0.0,0,lanetli parti,1.0,partyism,https://www.collinsdictionary.com/dictionary/english/damn,0.055042017
587,expression,explicit,toma no fiofo,1.0,0,0.0,fuck you,1.0,0,0,,0,Va te faire foutre !,1.0,0,Fick dich,1.0,0,siktir git,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fuck-you-them-it?q=fuck+you,0.4028394
588,term,explicit,orelhuda,1.0,0,0.0,dumb,1.0,0,orejuda,,0,stupide,1.0,0,dumm,1.0,0,aptal,1.0,0,https://www.dicionarioinformal.com.br/orelhuda/,0.055042017
589,expression,explicit,pau mandado,1.0,0,0.0,spineless,1.0,0,sacolargo,,0,sans envergure,1.0,0,Rückgratlos,1.0,0,karaktersiz,1.0,0,https://www.dicionarioinformal.com.br/pau%20mandado/,0.800372
590,term,explicit,palerma,1.0,0,0.0,fool,1.0,0,tonto,,0,idiot,1.0,0,Idiot,1.0,0,ahmak,1.0,0,https://www.dicionarioinformal.com.br/palerma/,0.012811388
591,expression,explicit,vai se fuder,1.0,0,0.0,fuck you,1.0,0,jodete,,0,Va te faire foutre !,1.0,0,Fick dich,1.0,0,siktir git,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fuck-you-them-it?q=fuck+you,0.984709
592,term,explicit,lixão,0.0,0,0.0,trash bag,0.0,0,basurero,,0,sac poubelle,0.0,0,Drecksack,0.0,0,çöp yığını,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/trash-bag,0.08191628
593,term,explicit,fuça,0.0,0,0.0,face,0.0,0,cara,,0,visage,0.0,0,0,0.0,0,surat,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/fu%C3%A7a/,0.055042017
594,expression,explicit,cara de cú,1.0,0,0.0,assface,1.0,0,cara de culo,,0,vous avez l'air d'avoir besoin de chier,1.0,0,0,0.0,0,göt herif,1.0,0,"https://en.wiktionary.org/wiki/assface#:~:text=assface%20(plural%20assfaces),%2C%20vulgar)%20An%20ugly%20person.",0.9482666
595,term,explicit,cadela,0.0,sexism,0.0,bitch,0.0,sexism,perro,,sexism,salope,0.0,sexism,Schlampe,0.0,sexism,kancık,0.0,sexism,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/cadela/,0.86052006
596,term,explicit,tola,1.0,0,0.0,fool,1.0,0,tonta,,0,idiot,1.0,0,Idiot,1.0,0,dangalak,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/tola/,0.78985506
597,expression,explicit,cara de tacho,1.0,0,0.0,looking like you need to take a dump,1.0,0,vieja arrugada,,0,vous avez l'air d'avoir besoin de chier,1.0,0,0,0.0,0,0,0.0,0,https://dicionario.priberam.org/cara%20de%20tacho,0.7124183
598,term,explicit,intragável,0.0,0,0.0,unbearable,0.0,0,desagradable,,0,insupportable,0.0,0,unerträglich,0.0,0,tatsız,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/intrag%C3%A1vel/,0.012811388
599,term,explicit,desonesto,1.0,0,0.0,dishonest,1.0,0,deshonesto,,0,malhonnête,1.0,0,unehrlich,1.0,0,güvenilmez,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/desonesto/,0.2463812
600,term,explicit,desonesta,1.0,0,0.0,dishonest,1.0,0,deshonesta,,0,malhonnête,1.0,0,unehrlich,1.0,0,güvenilmez,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/desonesto/,0.2491146
601,term,explicit,feiura,1.0,0,0.0,ugly ,1.0,0,fealdad,,0,laid ,1.0,0,hässlich,1.0,0,çirkin,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/feiura/,0.21235964
602,expression,explicit,esquerdista do cacete,1.0,partyism,1.0,fucking liberals,1.0,partyism,gilipollas de izquierda,,partyism,putain de léfitiste,1.0,partyism,scheiß Linke,1.0,partyism,solcu pislik,1.0,partyism,https://www.urbandictionary.com/define.php?term=Fuck%20Liberals,0.88856846
603,term,explicit,fofoqueira,1.0,0,0.0,tattler,1.0,0,chismosa,,0,Tatoueur,1.0,0,Petze,1.0,0,gammaz,1.0,0,https://michaelis.uol.com.br/palavra/Rjz4/fofoqueiro/,0.72785115
604,term,explicit,fofoqueiro,1.0,0,0.0,tattler,1.0,0,chismoso,,0,Tatoueur,1.0,0,Petze,1.0,0,gammaz,1.0,0,https://michaelis.uol.com.br/palavra/Rjz4/fofoqueiro/,0.71887034
605,term,explicit,velhota,1.0,0,0.0,oldie,1.0,0,vieja,,0,vieux site,1.0,0,0,0.0,0,ihtiyar,1.0,0,https://dicionario.priberam.org/velhota,0.54238683
606,term,explicit,chacota,1.0,0,0.0,butt of the joke,1.0,0,chacota,,0,la cible de la plaisanterie,1.0,0,0,0.0,0,alay,1.0,0,https://dicionario.priberam.org/chacota,0.4028394
607,term,explicit,velhote,1.0,0,0.0,oldie,1.0,0,viejo,,0,vieux site,1.0,0,0,0.0,0,yaşlı bunak,1.0,0,https://dicionario.priberam.org/velhota,0.4028394
608,term,explicit,sifuuuuuuu,1.0,0,0.0,fuuuuuuuuck,1.0,0,0,,0,putain de  ,1.0,0,scheeeeeiße,1.0,0,sikeriiiiiiim,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fuck,0.21317732
609,term,explicit,sifu,1.0,0,0.0,fuck,1.0,0,0,,0,putain de  ,1.0,0,fuuuuck,1.0,0,sikerim,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fuck,0.044219963
610,expression,explicit,frustrada sexual,1.0,sexism,0.0,sexually flustered,1.0,sexism,frustrada sexual,,sexism,agité sexuellement,1.0,sexism,0,0.0,0,azgın,1.0,sexism,https://www.urbandictionary.com/define.php?term=sexually%20flustered,0.54238683
611,term,explicit,desavisado,0.0,0,0.0,innocent,0.0,0,inconsciente,,0,inncoent,0.0,0,unschuldig,0.0,0,pervasız,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/desavisado/,0.045443673
612,term,explicit,retardada,0.0,0,0.0,retard,0.0,0,retrasada,,0,Attardé,0.0,0,behindert,0.0,0,geri zekalı,0.0,0,https://michaelis.uol.com.br/palavra/ZNPn8/retardado/,0.86052006
613,term,explicit,ptralhada,1.0,partyism,1.0,libtard,1.0,partyism,0,,partyism,libido,1.0,partyism,0,0.0,0,libido,1.0,partyism,https://dictionary.cambridge.org/pt/dicionario/ingles/libtard,0.54238683
614,term,explicit,boicotar,1.0,0,0.0,backlash,1.0,0,boicotear,,0,contrecoup,1.0,0,Gegenreaktion,1.0,0,boykot,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/boicotar/,0.25588566
615,term,explicit,abestado,1.0,0,1.0,stupid,1.0,0,estúpido,,0,stupide,1.0,0,dumm,1.0,0,aptal,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/abestado/,0.055042017
616,term,explicit,abestada,1.0,0,1.0,stupid,1.0,0,estúpida,,0,stupide,1.0,0,dumm,1.0,0,aptal,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/abestado/,0.038852096
617,expression,explicit,dar um fora,1.0,0,0.0,discard / blow something off,1.0,0,0,0.0,0,jeter / se débarrasser de quelque chose,1.0,0,0,0.0,0,0,0.0,0,"https://www.dicionarioinformal.com.br/dar+um+fora/#:~:text=Negar%2C%20recusar%20algo.,novo%20vou%20dar%20um%20fora.",0.4028394
618,expression,explicit,dando fora,1.0,0,0.0,blow off,1.0,0,rechazo,,0,faire sauter,1.0,0,0,0.0,0,tembellik etmek,1.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/blow-sth-sb-off?q=blow+off,0.2713014
619,term,explicit,greluda,1.0,sexism,0.0,wet ass pussy,1.0,sexism,0,,sexism,cul mouillé chatte,1.0,sexism,feuchte Pussy,1.0,sexism,amı büyük kadın,1.0,sexism,https://qualeagiria.com.br/giria/greluda/,0.08086384
620,expression,explicit,bosta ambulante,1.0,0,0.0,piece of shit,1.0,0,basura andante,,0,merde ambulante,1.0,0,wandelndes Stück Scheiße,1.0,0,yürüyen bok,1.0,0,https://www.urbandictionary.com/define.php?term=Piece%20of%20shit,0.54238683
621,term,explicit,sargeta,0.0,0,0.0,rock bottom,0.0,0,alcantarilla,,0,le fond du baril,0.0,0,Tiefpunkt,0.0,0,kanalizasyon,0.0,0,https://www.dicio.com.br/sarjeta/,0.009210796
622,term,explicit,sarjeta,0.0,0,0.0,rock bottom,0.0,0,alcantarilla,,0,le fond du baril,0.0,0,Tierfpunkt,0.0,0,kanalizasyon,0.0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/blow-sth-sb-off?q=blow+off,0.031891044
623,term,explicit,micropenis,1.0,0,0.0,micropenis,1.0,0,micropene,,0,micropénis,1.0,0,Mini-Penis,1.0,0,küçük penis,1.0,0,https://dicionario.priberam.org/micropenis,0.86052006
624,term,explicit,esquerdolândia,1.0,partyism,1.0,lib land,1.0,partyism,izquierdolandia,,partyism,libellule,1.0,partyism,0,0.0,0,sol ülke,1.0,partyism,https://www.urbandictionary.com/define.php?term=Lib%20Land,0.54238683
625,expression,explicit,judeu do inferno,1.0,antisemitism,0.0,jews from hell,1.0,antisemitism,judeo del infierno,,antisemitism,les juifs de l'enfer,1.0,antisemitism,Juden aus der Hölle ,1.0,antisemitism,cehennem yahudisi,1.0,antisemitism,"""prejorative expression used to refer to jews""",0.8117578
626,term,explicit,caquético,0.0,0,0.0,in shambles,0.0,0,en ruinas,,0,en ruine,0.0,0,0,0.0,0,karman çorman,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/caqu%C3%A9tico/,0.1223977
627,term,explicit,caquética,0.0,0,0.0,in shambles,0.0,0,en ruinas,,0,en ruine,0.0,0,0,0.0,0,karman çorman,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/caqu%C3%A9tico/,0.11360444
628,term,explicit,caduco,1.0,0,0.0,crazy,1.0,0,caduco,,0,fou,1.0,0,verrückt,1.0,0,üşütük,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/caduco/,0.038852096
629,term,explicit,caduca,1.0,0,0.0,crazy,1.0,0,caducar,,0,fou,1.0,0,verrückt,1.0,0,üşütük,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/caduco/,0.01826845
630,term,explicit,misógino,1.0,0,0.0,misogynist ,1.0,0,misógino,,0,misogyne ,1.0,0,Frauenhasser / Misogyn,1.0,0,kadın düşmanı,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/mis%C3%B3gino/,0.28004074
631,term,explicit,pedófilo,1.0,0,0.0,pedophile,1.0,0,pedófilo,,0,pédophile,1.0,0,Pädophil,1.0,0,sübyancı,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/ped%C3%B3filo/,0.800372
632,term,explicit,decrépito,0.0,0,0.0,ramshackle,0.0,0,decrépito,,0,déglingué,0.0,0,0,0.0,0,harap,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/decr%C3%A9pito/,0.78985506
633,term,explicit,depravado,1.0,0,0.0,degenerate,1.0,0,depravado,,0,dégénéré,1.0,0,0,0.0,0,sapık,1.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/depravado/,0.4028394
634,expression,explicit,boca suja,0.0,0,0.0,dirty mouth,0.0,0,boca sucia,,0,bouche sale,0.0,0,0,0.0,0,ağzı pis,0.0,0,"https://en.wiktionary.org/wiki/dirty_mouth#:~:text=Noun,had%20such%20a%20dirty%20mouth.",0.800372
635,term,explicit,esclerosado,0.0,0,0.0,fucked up,0.0,0,esclerosado,,0,défoncé,0.0,0,fucked up,0.0,0,sıçmak,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/esclerosado/,0.45468065
636,term,explicit,esclerosada,0.0,0,0.0,fucked up,0.0,0,esclerosada,,0,défoncé,0.0,0,fucked up,0.0,0,sıçmak,0.0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/esclerosado/,0.4028394
